AICTE ID,NAME,PROGRAMME,UNIVERSITY,LEVEL OF COURSE,COURSE,INTAKE,ADDRESS,ZONE,CITY,DISTRICT,STATE,INSTITUTE TYPE,,
1-38692390584,ST. MARY'S COLLEGE OF ENGINEERING & TECHNOLOGY,MANAGEMENT,"OSMANIA UNIVERSITY, HYDERABAD",POST GRADUATE,MBA (ARTIFICIAL INTELLIGENCE AND DATA SCIENCE),60,"BANDLAGUDA, CHANDRAYAN GUTTA, HYDERABAD. NEW ADDRESS: IDA, PATANCHERU MEDAK GHMC HYDERABAD- 502319",KHAMMAM,PALONCHA,MEDAK,TELANGANANA,PRIVATE-SELF FINANCING,,
1-38692390584,ST. MARY'S COLLEGE OF ENGINEERING & TECHNOLOGY,MANAGEMENT,"OSMANIA UNIVERSITY, HYDERABAD",POST GRADUATE,MBA(BIG DATA ANALYTICS),120,"BANDLAGUDA, CHANDRAYAN GUTTA, HYDERABAD. NEW ADDRESS: IDA, PATANCHERU MEDAK GHMC HYDERABAD- 502319",KHAMMAM,PALONCHA,MEDAK,TELANGANANA,PRIVATE-SELF FINANCING,,
1-38692713511,MEDAK COLLEGE OF ENGINEERING & TECHNOLOGY,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, HYDERABAD",POST GRADUATE,MBA(BUSINESS MANAGEMENT),60,"KONDAPAK VILLAGE & MANDAL, SIDDIPET DIVISION, MEDAK DISTRICT, ANDHRA PRADESH PIN NO. 502372",WARANGAL,WARANGAL,MEDAK,TELANGANANA,PRIVATE-SELF FINANCING,,
1-40382365147,MANTRA SCHOOL OF BUSINESS MANAGEMENT,MANAGEMENT,"OSMANIA UNIVERSITY, HYDERABAD",POST GRADUATE,MBA,120,"3-7-62/1, SOUTHEND PARK, MANSOORABAD, L.B.NAGAR, HYDERABAD",RANGA REDDY,RANGAREDDY,HYDERABAD,TELANGANANA,PRIVATE-SELF FINANCING,,
1-40382634061,VAAGDEVI DEGREE & PG COLLEGE (MBA),MANAGEMENT,"KAKATIYA UNIVERSITY, WARANGAL",POST GRADUATE,MBA,240,2-2-457/A RAMNAGAR HANAMKONDA,RANGA REDDY,HYDERABAD,WARANGAL,TELANGANANA,PRIVATE-SELF FINANCING,,
1-40382634565,ROUSSEAU INSTITUTE OF MANAGEMENT STUDIES,MANAGEMENT,"SATAVAHANA UNIVERSITY, KARIMNAGAR",POST GRADUATE,MBA,120,"VENKATRAOPALLY BOINPALLY, PO: NARSINGAPUR KARIMNAGAR 505524",HYDERABAD,HYDERABAD,KARIMNAGAR,TELANGANANA,PRIVATE-SELF FINANCING,,
1-40383093917,VIJAYA INSTITUTE OF MANAGEMENT,MANAGEMENT,"KAKATIYA UNIVERSITY, WARANGAL",POST GRADUATE,MBA,120,"AMMAPALEM (V), NEAR THANIKELLA, KONIJERLA (M), KHAMMAM (DIST)",HYDERABAD,HYDERABAD,KHAMMAM,TELANGANANA,PRIVATE-SELF FINANCING,,
1-40383386034,THE CRESCENTS COLLEGE OF BUSINESS MANAGEMENT,MANAGEMENT,"KAKATIYA UNIVERSITY, WARANGAL",POST GRADUATE,MBA,120,"#7-186, JANPAK, GORREKUNTA(V),GEESUGONDA(M), WARANGAL",RANGA REDDY,HYDERABAD,WARANGAL,TELANGANANA,PRIVATE-SELF FINANCING,,
1-40383386671,AURORA'S PG COLLEGE(MBA),MANAGEMENT,"OSMANIA UNIVERSITY, HYDERABAD",POST GRADUATE,MBA,420,1-12-125/1 GANESH NAGAR RAMTHAPUR HYDERABAD-500013 ANDHRA PRADESH,WARANGAL,WARANGAL,HYDERABAD,TELANGANANA,PRIVATE-SELF FINANCING,,
1-40383482688,VAAGDEVI INSTITUTE OF MANAGEMENT SCIENCES,MANAGEMENT,"KAKATIYA UNIVERSITY, WARANGAL",POST GRADUATE,MBA,240,BOLLIKUNTA (VILLAGE) SANGEM (MANDAL) WARANGAL (DIST.) - 506 005,KARIMNAGAR,KARIMNAGAR,WARANGAL,TELANGANANA,PRIVATE-SELF FINANCING,,
1-41103995115,SREE CHAITANYA INSTITUTE OF TECHNOLOGICAL SCIENCES,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, HYDERABAD",POST GRADUATE,MBA,180,"LMD COLONY, THIMMAPOOR (V) THIMMAPOOR TEHSIL/MANDAL KARIMNAGAR DIST ANDHRAPRADESH PIN CODE 505527",NALGONDA,BIBINAGAR,KARIMNAGAR,TELANGANANA,PRIVATE-SELF FINANCING,,
1-43355520628,VAAGDEVI ENGINEERING COLLEGE,MANAGEMENT,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, HYDERABAD",POST GRADUATE,MBA,180,BOLLIKUNTA (VILLAGE) SANGEM (MANDAL) WARANGAL (DIST.) 506 005 ANDHRA PRADESH,HYDERABAD,HYDERABAD,WARANGAL,TELANGANANA,PRIVATE-SELF FINANCING,,
1-43370101173,KONERU LAKSHMAIAH EDUCATION FOUNDATION DEEMED TO BE UNIVERSITY OFF CAMPUS BOWRAMPET HYDERABAD,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA,60,"NEAR SAI BABA TEMPLE, GANDIMAISAMMA TO MIYAPUR ROAD,BOWRAMPET, MEDCHEL MALKAJGIRI DISTRICT.",RANGA REDDY,HYDERABAD,RANGAREDDI,TELANGANANA,DEEMED TO BE UNIVERSITY(PVT),,
1-43370342073,NALSAR UNIVERSITY OF LAW,MANAGEMENT,"NALSAR UNIVERSITY OF LAW, HYDERABAD",POST GRADUATE,MBA,60,JUSTICE CITY SHAMEERPET MEDCHAL MALKAJGIRI DISTRICT,RANGA REDDY,HYDERABAD,RANGAREDDI,TELANGANANA,STATE GOVERNMENT UNIVERSITY,,
1-43392564401,NRUPATUNGA INSTITUTE OF TECHNOLOGY AND MANAGEMENT,MANAGEMENT,"OSMANIA UNIVERSITY, HYDERABAD",POST GRADUATE,MBA,60,"3-4-373 & 374, BASANT TALKIES OLD LANE , KACHIGUDA , LINGAMPALLY HYDERABAD-500027 NEAR RAM MATERNITY CLINIC",RANGA REDDY,HYDERABAD,HYDERABAD,TELANGANANA,PRIVATE-SELF FINANCING,,
1-43393949943,BADRUKA SCHOOL OF MANAGEMENT,MANAGEMENT,NONE,POST GRADUATE DIPLOMA,PGDM,180,"BADRUKA SCHOOL OF MANAGEMENT DABILPUR CAMPUS, DABILPUR VILLAGE, MEDCHAL, MEDCHAL-MALKAJGIRI, HYDERABAD, TELANGANA",RANGA REDDY,HYDERABAD,RANGAREDDI,TELANGANANA,PRIVATE-SELF FINANCING,,
1-36203376006,BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY JHANSI,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,KANPUR ROAD JHANSI,,JHANSI,JHANSI,UTTAR PRADESH,GOVERNMENT,,
1-36204576287,S R M S INTERNATIONAL BUSINESS SCHOOL,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,34.5 KM. STONE LUCKNOW-KANPUR HIGHWAY,,LUCKNOW,UNNAO,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36209859906,HINDUSTAN INSTITUTE OF MANAGEMENT AND COMPUTER STUDIES,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,AGRA MATHURA HIGHWAY NH#2 FARAH MATHURA - 281122,,MATHURA,MATHURA,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36210992919,HLM COLLEGE,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,11TH KM STONE MAIN DELHI-MEERUT ROAD BASANTPUR SAINTHLI GHAZIABAD,,GHAZIABAD,GHAZIABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36213547015,MAHARANA INSTITUTE OF TECHNOLOGY & SCIENCES,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"GRAM-GAURA, MOHANLAL GANJ",,MOHANLAL GANJ,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36213986313,UNITED INSTITUTE OF MANAGEMENT,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,90,"50, KNOWLEDGE PARK III, GREATER NOIDA",,GREATER NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36214298470,"TECHNICAL EDUCATION & RESEARCH INSTITUTE. P.G. COLLEGE, GHAZIPUR",MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"TECHNICAL EDUCATION & RESEARCH INSTITUTE. P.G. COLLEGE, RAVINDRAPURI, GHAZIPUR",,GHAZIPUR,GHAZIPUR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36214298995,JEEVANDEEP INSTITUTE OF MANAGEMENT & TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"BARALALPUR, POST - LAMAHI, VARANASI PIN- 221007",,VARANASI,VARANASI,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36214368440,MAA VAISHNO DEVI EDUCATIONAL & LAW COLLEGE,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,"VILL & POST- JUGGAUR, FAIZABAD ROAD, LUCKNOW",,LUCKNOW,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36214544900,UNNATI MANAGEMENT COLLEGE,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,240,"DEEN DAYAL DHAM ROAD, DAULATPUR, FARAH, MATHURA UTTAR PRADESH. 281122",,MATHURA,MATHURA,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36214662401,RSD ACADEMY (COLLEGE OF MANAGEMENT & TECHNOLOGY),MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,RAM GANGA VIHAR PHASE-II MORADABAD,,MORADABAD,MORADABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36216850762,MANGALMAY INSTITUTE OF MANAGEMENT & TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,360,"PLOT NO 8 & 9 , KNOWLEDGE PARK-II , GREATER NOIDA",,GREATER NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36217083488,ASIAN BUSINESS SCHOOL,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,240,"A-2, SECTOR-125",,GAUTAM BUDDHA NAGAR,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36218299563,GALGOTIAS INSTITUTE OF MANAGEMENT & TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,180,"1,KNOWLEDGE PARK 2 GREATER NOIDA GAUTAM BUDH NAGAR (DIST) UTTAR PRADESH PIN: 201 306",,ALLAHABAD,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36218736127,KRISHNNARIPT INSTITUTE OF MANAGEMENT & TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,"ARAZI NO. 643,644 IRADATJANG",,ALLAHABAD,ALLAHABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36218952632,I BUSINESS INSTITUTE,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,180,"PLOT NO. 35, KNOWLEDGE PARK-II, GREATER NOIDA",,MEERUT,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36219057042,JAHANGIRABAD EDUCATIONAL TRUST GROUP OF INSTITUTIONS,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,30,"JAHANGIRABAD FORT, JAHANGIRABAD,BARABANKI,UP-225203",,ALLAHABAD,BARABANKI,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36219535845,DAYAL GROUP OF INSTITUTION,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA(GENERAL MANAGEMENT),60,"GRAM BAKKAS AND MOAZZAM NAGAR,SULTANPUR ROAD LUCKNOW",,KANPUR NAGAR,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36219816560,CENTRE FOR MANAGEMENT DEVELOPMENT,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MASTERS IN BUSINESS ADMINISTRATION,60,OPPOSITE E.S.I. HOSPITAL DELHI-MEERUT ROAD MODINAGAR,,MUZAFFARNAGAR,GHAZIABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36220501017,LLOYD INSTITUTE OF MANAGEMENT & TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,300,"PLOT NO.11, KNOWLEDGE PARK-II",,GAUTAM BUDDHA NAGAR,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36220571182,VISHVESHWARYA INSTITUTE OF POLYTECHNIC,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"VILLAGE BEEL AKBARPUR, & TEHSIL DADRI, DISTT. GAUTAM BUDH NAGAR",,LUCKNOW,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36220639368,KISHAN INSTITUTE OF INFORMATION TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,"DELHI ROAD, NEAR HAPUR RAILWAY CROSSING",,MEERUT,MEERUT,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36220745832,INSTITUTE OF PRODUCTIVITY AND MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,30,"RESOURCE HOUSE, INSTITUTIONAL AREA, VIKAS KHAND -1 GOMTI NAGAR",,GAUTAM BUDDHA NAGAR,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36220846228,SHAMBHUNATH INSTITUTE OF MANAGEMENT,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,JHALWA,,ALLAHABAD,ALLAHABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36221157947,COLLEGE OF MANAGEMENT STUDIES,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"12/481 MCROBERT GANJ , KANPUR UP",,BAREILLY,KANPUR NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36221603615,DEWAN INSTITUTE OF MANAGEMENT STUDIES,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,"BY-PASS ROAD, PARTAPUR, MEERUT",,JYOTIBA PHULE NAGAR,MEERUT,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36222123627,BANSHI COLLEGE OF MANAGEMENT AND TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,MOHMADPUR BITHOOR KANPUR,,GAUTAM BUDDHA NAGAR,KANPUR NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36222189088,HMFA MEMORIAL INSTITUTE OF ENGG & TECH.,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,45,"KARARI BHADAILY, HANDIA, ALLAHABAD",,GAUTAM BUDDHA NAGAR,ALLAHABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36222291788,KRISHNA INSTITUTE OF TECHNOLOGY 351,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"GRAM AMILIHA,POST TATIYAGANJ",,KANPUR NAGAR,KANPUR NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36222359471,VINAYAK VIDYAPEETH,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,"NH-58, PAWLI KHAS, NEAR POTATO RESEARCH CENTRE, MODIPURAM, MEERUT",,JHANSI,MEERUT,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36222665249,NARVADESHWAR MANAGEMENT COLLEGE,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,45,"NARENDRA NAGAR, MALHAUR ROAD, OPPOSITE VIKALP KHAND,GOMTI NAGAR LUCKNOW",,GAUTAM BUDDHA NAGAR,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36222974015,SCHOOL OF MANAGEMENT SCIENCES,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,300,"KHUSHIPUR, P.O. BACHHAON VARANASI",,MEERUT,VARANASI,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36223374837,GCRG MEMORIAL TRUST'S GROUP OF INSTITUTIONS,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"VILLAGE-PARVATPUR, CHANDRIKA DEVI ROAD, POST-KATHWARA BAKSHI KA TALAB DISTT.-LUCKNOW UTTAR PRADESH",,SAHARANPUR,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36223521855,S.D.COLLEGE OF MANAGEMENT STUDIES,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,BEHIND GANDHI POLYTECHNIC BHOPA ROAD,,MUZAFFARNAGAR,MUZAFFARNAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36224005854,"CENTRE FOR DEVELOPMENT OF ADVANCED COMPUTING, NOIDA",MANAGEMENT,"GURU GOBIND SINGH INDRAPRASTHA UNIVERSITY, DELHI",POST GRADUATE,MBA,60,"ANUSANDHAN BHAWAN, C-56/1 & B-30, INSTITUTIONAL AREA, SECTOR-62, NOIDA",,GAUTAM BUDDHA NAGAR,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,GOVERNMENT,,
1-36224739916,"RAKSHPAL BAHADUR MANAGEMENT INSTITUTE, BAREILLY (MBA)",MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,"NEAR ITBP, BUKHARA TURN, BADAUN ROAD, BAREILLY - 243001 (U.P.)",,AGRA,BAREILLY,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36224954461,MAHALAXMI INSTITUTE OF MANAGEMENT & TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA(GENERAL MANAGEMENT),120,"NANGLI ESA, PARGANA, HASTINAPUR, TEH.-MAWANA, DISTT.-MEERUT.",,GAUTHAM BUDDHA NAGAR,MEERUT,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36225019939,J.P. SCHOOL OF BUSINESS,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,180,"VILL- SALARPUR, JALALPUR POST- RAJPURA, MAWANA ROAD, MEERUT PIN-250001",,MEERUT,MEERUT,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36225019939,J.P. SCHOOL OF BUSINESS,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA(APPLIED MANAGEMENT),30,"VILL- SALARPUR, JALALPUR POST- RAJPURA, MAWANA ROAD, MEERUT PIN-250001",,MEERUT,MEERUT,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36225626823,BHALCHANDRA INSTITUTE OF EDUCATION & MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,180,"CHANDOIYA, POST- KAKORI, 11TH KM. HARDOI ROAD, LUCKNOW",,GHAZIABAD,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36227066602,RAMESHWARAM INSTITUTE OF TECHNOLOGY & MANAGEMENT,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,NEAR SEWA HOSPITAL SITAPUR ROAD LUCKNOW,,BAREILLY,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36227986824,RAJARSHI SCHOOL OF MANAGEMENT AND TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,"UDAI PRATAP COLLEGE CAMPUS, BHOJUBEER, VARANASI",,GAUTHAM BUDDHA NAGAR,VARANASI,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36228225888,BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"SECTOR-II, DR. AKHILESH DAS NAGAR,FAIZABAD ROAD ,CHINHAT",,LUCKNOW,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36228549664,DISHA INSTITUTE OF SCIENCE & TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"NEHTAUR ROAD,VILL-MOJAMPUR-JAITRA DHAMPUR",,GAUTAM BUDDHA NAGAR,BIJNOR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36229187849,UNITED INSTITUTE OF MANAGEMENT (MBA),MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,240,"UPSIDC INDUSTRIAL AREA, NAINI ALLAHABAD",,GAUTAM BUDDHA NAGAR,ALLAHABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36229594489,"MALTI MEMORIAL TRUST'S CSM ""GROUP OF INSTITUTIONS""",MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"8TH MILE STONE, REWA ROAD, IRADATGANJ, ALLAHABAD",,GAUTHAM BUDDHA NAGAR,ALLAHABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36229664972,DR. VIRENDRA SWARUP MEMORIAL TRUST GROUP OF INSTITUTION,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA(GENERAL MANAGEMENT),120,"RAGENDRA SWARUP KNOWLEDGE CITY, LUCKNOW KANPUR NATIONAL HIGHWAY 25, POLE NO. 70-71, KADER PATARI, UNNAO",,MEERUT,UNNAO,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36229854885,"DR. RAM MANOHAR LOHIA AVADH UNIVERSITY, FAIZABAD",MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA,60,"DEPARTMENT OF BUSINESS MANAGEMENT & ENTREPRENEURSHIP, DR. RAM MANOHAR LOHIA AVADH UNIVERSITY, FAIZABAD",,GHAZIABAD,FAIZABAD,UTTAR PRADESH,STATE GOVERNMENT UNIVERSITY,,
1-36229925764,DAYANAND ACADEMY OF MANAGEMENT STUDIES,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,"N BLOCK, GOVIND NAGAR, KANPUR-208006",,KANPUR,KANPUR NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36230547407,BHAGWANT INSTITUTE OF TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,"BHAGWANTPURAM, 17TH MILE STONE BIJNOR-DELHI HIGHWAY DISTT.- MUZAFFARNAGAR (U.P.)-251315",,MUZAFFARNAGAR,MUZAFFARNAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36232192016,"FACULTY OF PG DEGREE IN BUSINESS ADMINISTRATION, R.B.S.COLLEGE, AGRA.",MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,180,"KHANDARI FARM CAMPUS, KHANDARI, AGRA",,AGRA,AGRA,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36232192016,"FACULTY OF PG DEGREE IN BUSINESS ADMINISTRATION, R.B.S.COLLEGE, AGRA.",MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA(TRAVEL AND TOURISM),60,"KHANDARI FARM CAMPUS, KHANDARI, AGRA",,AGRA,AGRA,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
